locus_tag	ftype	length_bp	gene	EC_number	COG	product
HCGKCINC_00031	CDS	1512	betC	3.1.6.6	COG3119	Choline-sulfatase
HCGKCINC_00032	CDS	900	gcvA_1			Glycine cleavage system transcriptional activator
HCGKCINC_00033	CDS	378				hypothetical protein
HCGKCINC_00034	CDS	366				hypothetical protein
HCGKCINC_00035	CDS	624			COG2197	Putative transcriptional regulator
HCGKCINC_00036	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HCGKCINC_00037	CDS	1209	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
HCGKCINC_00038	CDS	888	trpI_1			HTH-type transcriptional regulator TrpI
HCGKCINC_00039	CDS	216			COG3360	Dodecin
HCGKCINC_00040	CDS	222				hypothetical protein
HCGKCINC_00041	CDS	1689				hypothetical protein
HCGKCINC_00042	CDS	10608				hypothetical protein
HCGKCINC_00043	CDS	702				hypothetical protein
HCGKCINC_00044	CDS	279				hypothetical protein
HCGKCINC_00045	CDS	396				hypothetical protein
HCGKCINC_00046	CDS	1254				hypothetical protein
HCGKCINC_00047	CDS	1374				hypothetical protein
HCGKCINC_00048	CDS	687			COG1462	Putative lipoprotein/NMB1164
HCGKCINC_00049	CDS	354				hypothetical protein
HCGKCINC_00050	CDS	666			COG4380	Putative lipoprotein/NMB1162
HCGKCINC_00051	CDS	384				hypothetical protein
HCGKCINC_00052	CDS	1662				putative protein
HCGKCINC_00053	CDS	141				hypothetical protein
HCGKCINC_00054	CDS	138				hypothetical protein
HCGKCINC_00055	CDS	1833	asnO_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
HCGKCINC_00056	CDS	429				hypothetical protein
HCGKCINC_00057	CDS	171				hypothetical protein
HCGKCINC_00058	CDS	135				hypothetical protein
HCGKCINC_00059	CDS	255				hypothetical protein
HCGKCINC_00060	CDS	549	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
HCGKCINC_00061	CDS	507				hypothetical protein
HCGKCINC_00062	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
HCGKCINC_00063	CDS	888				hypothetical protein
HCGKCINC_00064	CDS	705				hypothetical protein
HCGKCINC_00065	CDS	426	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
HCGKCINC_00066	CDS	234				hypothetical protein
HCGKCINC_00067	CDS	438				hypothetical protein
HCGKCINC_00068	CDS	417				hypothetical protein
HCGKCINC_00069	CDS	1128				hypothetical protein
HCGKCINC_00070	CDS	984				hypothetical protein
HCGKCINC_00071	CDS	666		3.1.3.5	COG0546	5'-nucleotidase
HCGKCINC_00072	CDS	543	yrdA_1		COG0663	Protein YrdA
HCGKCINC_00073	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
HCGKCINC_00074	CDS	276				hypothetical protein
HCGKCINC_00075	CDS	1059				hypothetical protein
HCGKCINC_00076	CDS	915				hypothetical protein
HCGKCINC_00077	CDS	1713				hypothetical protein
HCGKCINC_00078	CDS	1200				hypothetical protein
HCGKCINC_00079	CDS	720	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HCGKCINC_00080	CDS	3099	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
HCGKCINC_00081	CDS	729	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
HCGKCINC_00082	CDS	681				hypothetical protein
HCGKCINC_00083	CDS	3531				hypothetical protein
HCGKCINC_00084	CDS	1350				hypothetical protein
HCGKCINC_00085	CDS	1335				hypothetical protein
HCGKCINC_00086	CDS	465				hypothetical protein
HCGKCINC_00087	CDS	1494				hypothetical protein
HCGKCINC_00088	CDS	1035				hypothetical protein
HCGKCINC_00089	CDS	519				hypothetical protein
HCGKCINC_00090	CDS	1497				hypothetical protein
HCGKCINC_00091	CDS	489	hcp1_1		COG3157	Protein hcp1
HCGKCINC_00092	CDS	786				hypothetical protein
HCGKCINC_00093	CDS	510				hypothetical protein
HCGKCINC_00094	CDS	1860				hypothetical protein
HCGKCINC_00095	CDS	1047				hypothetical protein
HCGKCINC_00096	CDS	2709	clpV1_1		COG0542	Protein ClpV1
HCGKCINC_00097	CDS	1941	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
HCGKCINC_00098	CDS	285				hypothetical protein
HCGKCINC_00099	CDS	1293				hypothetical protein
HCGKCINC_00100	CDS	435				hypothetical protein
HCGKCINC_00101	CDS	2226				hypothetical protein
HCGKCINC_00102	CDS	450				hypothetical protein
HCGKCINC_00103	CDS	1113				hypothetical protein
HCGKCINC_00104	CDS	1038				hypothetical protein
HCGKCINC_00105	CDS	1161				hypothetical protein
HCGKCINC_00106	CDS	921				hypothetical protein
HCGKCINC_00107	CDS	1248				hypothetical protein
HCGKCINC_00108	CDS	729	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
HCGKCINC_00109	CDS	1572				hypothetical protein
HCGKCINC_00110	CDS	639				hypothetical protein
HCGKCINC_00111	CDS	1101				hypothetical protein
HCGKCINC_00112	CDS	1593	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
HCGKCINC_00113	CDS	555	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
HCGKCINC_00114	CDS	888	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
HCGKCINC_00115	CDS	210				hypothetical protein
HCGKCINC_00116	CDS	795				hypothetical protein
HCGKCINC_00117	CDS	579				hypothetical protein
HCGKCINC_00118	CDS	1074	ctaA	1.3.-.-		Heme A synthase
HCGKCINC_00119	CDS	915	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
HCGKCINC_00120	CDS	636				hypothetical protein
HCGKCINC_00121	CDS	453	elaA		COG2153	Protein ElaA
HCGKCINC_00122	CDS	474			COG1733	putative HTH-type transcriptional regulator
HCGKCINC_00123	CDS	729				hypothetical protein
HCGKCINC_00124	CDS	588	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
HCGKCINC_00125	CDS	1335	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
HCGKCINC_00126	CDS	687	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
HCGKCINC_00127	CDS	735				hypothetical protein
HCGKCINC_00128	CDS	411				hypothetical protein
HCGKCINC_00129	CDS	909	dmlR_2			HTH-type transcriptional regulator DmlR
HCGKCINC_00130	CDS	282				hypothetical protein
HCGKCINC_00131	CDS	228				hypothetical protein
HCGKCINC_00132	CDS	621				hypothetical protein
HCGKCINC_00133	CDS	501				hypothetical protein
HCGKCINC_00134	CDS	342				hypothetical protein
HCGKCINC_00135	CDS	1428	bauD		COG1113	putative GABA permease
HCGKCINC_00136	CDS	1494	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
HCGKCINC_00137	CDS	288	bauB			Beta-alanine degradation protein BauB
HCGKCINC_00138	CDS	1347	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
HCGKCINC_00139	CDS	918				hypothetical protein
HCGKCINC_00140	CDS	1299	guaD_1	3.5.4.3	COG0402	Guanine deaminase
HCGKCINC_00141	CDS	885				hypothetical protein
HCGKCINC_00142	CDS	1572	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HCGKCINC_00143	CDS	1098				hypothetical protein
HCGKCINC_00144	CDS	927				hypothetical protein
HCGKCINC_00145	CDS	564	ahpC_1	1.11.1.15		Alkyl hydroperoxide reductase C
HCGKCINC_00146	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
HCGKCINC_00147	CDS	1074	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
HCGKCINC_00148	CDS	1350		3.5.4.32	COG0402	8-oxoguanine deaminase
HCGKCINC_00149	CDS	1053	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
HCGKCINC_00150	CDS	627				hypothetical protein
HCGKCINC_00151	CDS	519				hypothetical protein
HCGKCINC_00152	CDS	1098				Purine-binding protein
HCGKCINC_00153	CDS	963	vldW_1	1.14.11.52		Validamycin A dioxygenase
HCGKCINC_00154	CDS	951		3.5.4.2	COG1816	Adenine deaminase
HCGKCINC_00155	CDS	633				hypothetical protein
HCGKCINC_00156	CDS	996				hypothetical protein
HCGKCINC_00157	CDS	2388	cntO_1			Metal-pseudopaline receptor CntO
HCGKCINC_00158	CDS	918	gbpR_1			HTH-type transcriptional regulator GbpR
HCGKCINC_00159	CDS	720	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
HCGKCINC_00160	CDS	606	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
HCGKCINC_00161	CDS	840	pcaR_1		COG1414	Pca regulon regulatory protein
HCGKCINC_00162	CDS	1104	mdtA_1			Multidrug resistance protein MdtA
HCGKCINC_00163	CDS	1071	mdtE			Multidrug resistance protein MdtE
HCGKCINC_00164	CDS	3048	swrC		COG0841	Swarming motility protein SwrC
HCGKCINC_00165	CDS	939	dmlR_3			HTH-type transcriptional regulator DmlR
HCGKCINC_00166	CDS	186				hypothetical protein
HCGKCINC_00167	CDS	1335	oprD_1	3.4.21.-		Porin D
HCGKCINC_00168	CDS	798	nimR_1			HTH-type transcriptional regulator NimR
HCGKCINC_00169	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
HCGKCINC_00170	CDS	837				hypothetical protein
HCGKCINC_00171	CDS	1407	xanP_1		COG2233	Xanthine permease XanP
HCGKCINC_00172	CDS	666	rutR_1		COG1309	HTH-type transcriptional regulator RutR
HCGKCINC_00173	CDS	591	yigZ		COG1739	IMPACT family member YigZ
HCGKCINC_00174	CDS	828				hypothetical protein
HCGKCINC_00175	CDS	381				putative protein
HCGKCINC_00176	CDS	543				hypothetical protein
HCGKCINC_00177	CDS	1992				hypothetical protein
HCGKCINC_00178	CDS	1050	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
HCGKCINC_00179	CDS	603	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
HCGKCINC_00180	CDS	843	cheR	2.1.1.80		Chemotaxis protein methyltransferase
HCGKCINC_00181	CDS	2040				hypothetical protein
HCGKCINC_00182	CDS	486	cheW_1		COG0835	Chemotaxis protein CheW
HCGKCINC_00183	CDS	1920				hypothetical protein
HCGKCINC_00184	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY
HCGKCINC_00185	CDS	1173				hypothetical protein
HCGKCINC_00186	CDS	933	dmlR_4			HTH-type transcriptional regulator DmlR
HCGKCINC_00187	CDS	753	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
HCGKCINC_00188	CDS	1611	atsA	3.1.6.1	COG3119	Arylsulfatase
HCGKCINC_00189	CDS	840	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
HCGKCINC_00190	CDS	1617				hypothetical protein
HCGKCINC_00191	CDS	1062				hypothetical protein
HCGKCINC_00192	CDS	816				hypothetical protein
HCGKCINC_00193	CDS	882				hypothetical protein
HCGKCINC_00194	CDS	1359	oprD_2	3.4.21.-		Porin D
HCGKCINC_00195	CDS	726				hypothetical protein
HCGKCINC_00196	CDS	918				hypothetical protein
HCGKCINC_00197	CDS	2373	fyuA		COG1629	Pesticin receptor
HCGKCINC_00198	CDS	903	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
HCGKCINC_00199	CDS	900	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
HCGKCINC_00200	CDS	1119	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
HCGKCINC_00201	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
HCGKCINC_00202	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
HCGKCINC_00203	CDS	813				hypothetical protein
HCGKCINC_00204	CDS	720	tolQ_1		COG0811	Tol-Pal system protein TolQ
HCGKCINC_00205	CDS	402	exbD_1		COG0848	Biopolymer transport protein ExbD
HCGKCINC_00206	CDS	213				hypothetical protein
HCGKCINC_00207	CDS	582				hypothetical protein
HCGKCINC_00208	CDS	1458	aam_1	3.5.1.13	COG0154	Acylamidase
HCGKCINC_00209	CDS	1035	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
HCGKCINC_00210	CDS	810	ydcV_1			Inner membrane ABC transporter permease protein YdcV
HCGKCINC_00211	CDS	921	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
HCGKCINC_00212	CDS	1113	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HCGKCINC_00213	CDS	894	gcvA_2			Glycine cleavage system transcriptional activator
HCGKCINC_00214	CDS	1665	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
HCGKCINC_00215	CDS	882	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HCGKCINC_00216	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
HCGKCINC_00217	CDS	864	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
HCGKCINC_00218	CDS	807				hypothetical protein
HCGKCINC_00219	CDS	693	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
HCGKCINC_00220	CDS	933	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HCGKCINC_00221	CDS	405				hypothetical protein
HCGKCINC_00222	CDS	765				hypothetical protein
HCGKCINC_00223	CDS	930	gltC_1			HTH-type transcriptional regulator GltC
HCGKCINC_00224	CDS	921	gltC_2			HTH-type transcriptional regulator GltC
HCGKCINC_00225	CDS	1491	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HCGKCINC_00226	CDS	1434	yhdG_1		COG0531	putative amino acid permease YhdG
HCGKCINC_00227	CDS	1383	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HCGKCINC_00228	CDS	1059				hypothetical protein
HCGKCINC_00229	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HCGKCINC_00230	CDS	783	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
HCGKCINC_00231	CDS	540	sutR_1		COG1396	HTH-type transcriptional regulator SutR
HCGKCINC_00232	CDS	852	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
HCGKCINC_00233	CDS	783	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
HCGKCINC_00234	CDS	1206	pcaF_1	2.3.1.174		Beta-ketoadipyl-CoA thiolase
HCGKCINC_00235	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
HCGKCINC_00236	CDS	1380	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
HCGKCINC_00237	CDS	792	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
HCGKCINC_00238	CDS	402				hypothetical protein
HCGKCINC_00239	CDS	942				hypothetical protein
HCGKCINC_00240	CDS	834				hypothetical protein
HCGKCINC_00241	CDS	1347	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
HCGKCINC_00242	CDS	780	iclR		COG1414	Transcriptional repressor IclR
HCGKCINC_00243	CDS	1044	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
HCGKCINC_00244	CDS	816				hypothetical protein
HCGKCINC_00245	CDS	879				hypothetical protein
HCGKCINC_00246	CDS	1266	nicP_1			Porin-like protein NicP
HCGKCINC_00247	CDS	1326	exuT_1			Hexuronate transporter
HCGKCINC_00248	CDS	1905				hypothetical protein
HCGKCINC_00249	CDS	669	nicS			HTH-type transcriptional repressor NicS
HCGKCINC_00250	CDS	855	aroE_2	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
HCGKCINC_00251	CDS	447	aroQ1_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
HCGKCINC_00252	CDS	1506	mdtD			Putative multidrug resistance protein MdtD
HCGKCINC_00253	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
HCGKCINC_00254	CDS	867				hypothetical protein
HCGKCINC_00255	CDS	447	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
HCGKCINC_00256	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HCGKCINC_00257	CDS	642				hypothetical protein
HCGKCINC_00258	CDS	255				hypothetical protein
HCGKCINC_00259	CDS	465				hypothetical protein
HCGKCINC_00260	CDS	1491	hudA	4.1.1.-	COG0043	UbiD-like decarboxylase
HCGKCINC_00261	CDS	702				hypothetical protein
HCGKCINC_00262	CDS	933				hypothetical protein
HCGKCINC_00263	CDS	792				IS3 family transposase ISPa57
HCGKCINC_00264	CDS	186				hypothetical protein
HCGKCINC_00265	CDS	1443				hypothetical protein
HCGKCINC_00266	CDS	2151				hypothetical protein
HCGKCINC_00267	CDS	498				hypothetical protein
HCGKCINC_00268	CDS	3060				hypothetical protein
HCGKCINC_00269	CDS	519	hcpA_1		COG3157	Major exported protein
HCGKCINC_00270	tRNA	77				tRNA-Arg(ccg)
HCGKCINC_00271	CDS	1452	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
HCGKCINC_00272	CDS	1281	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
HCGKCINC_00273	CDS	1200				hypothetical protein
HCGKCINC_00274	CDS	1422	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
HCGKCINC_00275	CDS	438				hypothetical protein
HCGKCINC_00276	CDS	408				hypothetical protein
HCGKCINC_00277	CDS	285				hypothetical protein
HCGKCINC_00278	CDS	933	pcpR_1			PCP degradation transcriptional activation protein
HCGKCINC_00279	CDS	1215	yycB_1		COG2807	putative transporter YycB
HCGKCINC_00280	CDS	771				hypothetical protein
HCGKCINC_00281	CDS	687	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
HCGKCINC_00282	CDS	516				hypothetical protein
HCGKCINC_00283	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
HCGKCINC_00284	CDS	753				hypothetical protein
HCGKCINC_00285	CDS	699				hypothetical protein
HCGKCINC_00286	CDS	990	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
HCGKCINC_00287	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
HCGKCINC_00288	CDS	819	cysT		COG0555	Sulfate transport system permease protein CysT
HCGKCINC_00289	CDS	999	sbp_1		COG1613	Sulfate-binding protein
HCGKCINC_00290	CDS	183				hypothetical protein
HCGKCINC_00291	CDS	2283				hypothetical protein
HCGKCINC_00292	CDS	1179				hypothetical protein
HCGKCINC_00293	CDS	1386	putP_1			Sodium/proline symporter
HCGKCINC_00294	CDS	957	gpuA	3.5.3.17	COG0010	Guanidinopropionase
HCGKCINC_00295	CDS	963				hypothetical protein
HCGKCINC_00296	CDS	972				hypothetical protein
HCGKCINC_00297	CDS	1383	nicP_2			Porin-like protein NicP
HCGKCINC_00298	CDS	1107	aguA	3.5.3.12	COG2957	Agmatine deiminase
HCGKCINC_00299	CDS	879		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
HCGKCINC_00300	CDS	666				hypothetical protein
HCGKCINC_00301	CDS	1062	potF_1		COG0687	Putrescine-binding periplasmic protein
HCGKCINC_00302	CDS	1377	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HCGKCINC_00303	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HCGKCINC_00304	CDS	1359	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HCGKCINC_00305	CDS	1371	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HCGKCINC_00306	CDS	1104	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
HCGKCINC_00307	CDS	1098	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
HCGKCINC_00308	CDS	1155	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HCGKCINC_00309	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
HCGKCINC_00310	CDS	870	ydcV_2			Inner membrane ABC transporter permease protein YdcV
HCGKCINC_00311	CDS	2388	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
HCGKCINC_00312	CDS	1053				hypothetical protein
HCGKCINC_00313	CDS	504				hypothetical protein
HCGKCINC_00314	CDS	576				hypothetical protein
HCGKCINC_00315	CDS	942	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HCGKCINC_00316	CDS	753				hypothetical protein
HCGKCINC_00317	CDS	630				hypothetical protein
HCGKCINC_00318	CDS	555				hypothetical protein
HCGKCINC_00319	CDS	90				hypothetical protein
HCGKCINC_00320	CDS	495				hypothetical protein
HCGKCINC_00321	CDS	693	yecS_1		COG0765	L-cystine transport system permease protein YecS
HCGKCINC_00322	CDS	771	fliY_1		COG0834	L-cystine-binding protein FliY
HCGKCINC_00323	CDS	438				hypothetical protein
HCGKCINC_00324	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
HCGKCINC_00325	CDS	1395		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HCGKCINC_00326	CDS	666	ycgM		COG0179	putative protein YcgM
HCGKCINC_00327	CDS	933	yjiK_1		COG3204	putative protein YjiK
HCGKCINC_00328	CDS	351	ygiW		COG3111	Protein YgiW
HCGKCINC_00329	CDS	1035	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
HCGKCINC_00330	CDS	1395	puuP_1		COG0531	Putrescine importer PuuP
HCGKCINC_00331	CDS	1044	spuE_3		COG0687	Spermidine-binding periplasmic protein SpuE
HCGKCINC_00332	CDS	789	ydcV_3			Inner membrane ABC transporter permease protein YdcV
HCGKCINC_00333	CDS	930	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
HCGKCINC_00334	CDS	1050	potA_3	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HCGKCINC_00335	CDS	930	yjiK_2		COG3204	putative protein YjiK
HCGKCINC_00336	CDS	1977				hypothetical protein
HCGKCINC_00337	CDS	333				hypothetical protein
HCGKCINC_00338	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HCGKCINC_00339	CDS	1515	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
HCGKCINC_00340	CDS	468				hypothetical protein
HCGKCINC_00341	CDS	1272				hypothetical protein
HCGKCINC_00342	CDS	468				hypothetical protein
HCGKCINC_00343	CDS	1239				hypothetical protein
HCGKCINC_00344	CDS	654		3.1.3.-	COG0560	putative phosphatase
HCGKCINC_00345	CDS	480	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
HCGKCINC_00346	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
HCGKCINC_00347	CDS	1038				hypothetical protein
HCGKCINC_00348	CDS	756				hypothetical protein
HCGKCINC_00349	CDS	804				hypothetical protein
HCGKCINC_00350	CDS	801	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HCGKCINC_00351	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
HCGKCINC_00352	CDS	798				hypothetical protein
HCGKCINC_00353	CDS	1380				hypothetical protein
HCGKCINC_00354	CDS	1386				putative membrane protein
HCGKCINC_00355	CDS	363				hypothetical protein
HCGKCINC_00356	CDS	1152	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
HCGKCINC_00357	CDS	1095				hypothetical protein
HCGKCINC_00358	CDS	1041				hypothetical protein
HCGKCINC_00359	CDS	507	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
HCGKCINC_00360	CDS	474				hypothetical protein
HCGKCINC_00361	CDS	1386	xanP_2		COG2233	Xanthine permease XanP
HCGKCINC_00362	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HCGKCINC_00363	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
HCGKCINC_00364	CDS	540	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
HCGKCINC_00365	CDS	879				hypothetical protein
HCGKCINC_00366	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HCGKCINC_00367	CDS	579				hypothetical protein
HCGKCINC_00368	CDS	345				hypothetical protein
HCGKCINC_00369	CDS	987				hypothetical protein
HCGKCINC_00370	CDS	1734	ggt_1	3.4.19.13		Glutathione hydrolase proenzyme
HCGKCINC_00371	CDS	252	fdx_1		COG1145	Ferredoxin
HCGKCINC_00372	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
