locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDIKJABB_00035	CDS	594				hypothetical protein
MDIKJABB_00036	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
MDIKJABB_00037	CDS	1173				hypothetical protein
MDIKJABB_00038	CDS	684	malT_1			HTH-type transcriptional regulator MalT
MDIKJABB_00039	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MDIKJABB_00040	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
MDIKJABB_00041	CDS	777	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MDIKJABB_00042	CDS	792	moaF			Protein MoaF
MDIKJABB_00043	CDS	954	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MDIKJABB_00044	CDS	777	hisJ_1		COG0834	Histidine-binding periplasmic protein
MDIKJABB_00045	CDS	1179	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
MDIKJABB_00046	CDS	456				hypothetical protein
MDIKJABB_00047	CDS	390				hypothetical protein
MDIKJABB_00048	CDS	1119	btuF_1			Vitamin B12-binding protein
MDIKJABB_00049	CDS	1083	hmuU_1		COG0609	Hemin transport system permease protein HmuU
MDIKJABB_00050	CDS	798	fhuC_1	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
MDIKJABB_00051	CDS	1143	yibH_1		COG1566	Inner membrane protein YibH
MDIKJABB_00052	CDS	345	yiaW_1			Inner membrane protein YiaW
MDIKJABB_00053	CDS	768	iprA_1			Inhibitor of hydrogen peroxide resistance
MDIKJABB_00054	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
MDIKJABB_00055	CDS	1518	scrY_1			Sucrose porin
MDIKJABB_00056	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
MDIKJABB_00057	CDS	1401	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
MDIKJABB_00058	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
MDIKJABB_00059	CDS	642				hypothetical protein
MDIKJABB_00060	CDS	1032	rbsC_1		COG1172	Ribose import permease protein RbsC
MDIKJABB_00061	CDS	1485	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MDIKJABB_00062	CDS	924	thpA_1		COG1879	D-threitol-binding protein
MDIKJABB_00063	CDS	1035				hypothetical protein
MDIKJABB_00064	CDS	1008	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MDIKJABB_00065	CDS	1032	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MDIKJABB_00066	CDS	1173	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MDIKJABB_00067	CDS	921	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
MDIKJABB_00068	CDS	426				hypothetical protein
MDIKJABB_00069	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
MDIKJABB_00070	CDS	1476	dtpC		COG3104	Dipeptide and tripeptide permease C
MDIKJABB_00071	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
MDIKJABB_00072	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
MDIKJABB_00073	CDS	1569	cadC		COG3710	Transcriptional activator CadC
MDIKJABB_00074	CDS	273				hypothetical protein
MDIKJABB_00075	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
MDIKJABB_00076	CDS	867				hypothetical protein
MDIKJABB_00077	CDS	1026				hypothetical protein
MDIKJABB_00078	CDS	2436	htrE_1		COG3188	Outer membrane usher protein HtrE
MDIKJABB_00079	CDS	696	yadV_1			putative fimbrial chaperone YadV
MDIKJABB_00080	CDS	561	smf-1		COG3539	Major fimbrial subunit SMF-1
MDIKJABB_00081	CDS	663				hypothetical protein
MDIKJABB_00082	CDS	306				hypothetical protein
MDIKJABB_00083	CDS	1305	gltA_1	2.3.3.16	COG0372	Citrate synthase
MDIKJABB_00084	CDS	171				hypothetical protein
MDIKJABB_00085	CDS	402	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
MDIKJABB_00086	tRNA	77				tRNA-Arg(tct)
MDIKJABB_00087	CDS	867	folD		COG0190	Bifunctional protein FolD protein
MDIKJABB_00088	CDS	213	ybcJ		COG2501	putative protein YbcJ
MDIKJABB_00089	CDS	1386	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
MDIKJABB_00090	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MDIKJABB_00091	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MDIKJABB_00092	CDS	339				hypothetical protein
MDIKJABB_00093	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MDIKJABB_00094	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MDIKJABB_00095	CDS	1077	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MDIKJABB_00096	CDS	1146				hypothetical protein
MDIKJABB_00097	CDS	2415				hypothetical protein
MDIKJABB_00098	CDS	1182				hypothetical protein
MDIKJABB_00099	CDS	771				hypothetical protein
MDIKJABB_00100	CDS	855	cnoX		COG3118	Chaperedoxin
MDIKJABB_00101	CDS	783	fetB		COG0390	putative iron export permease protein FetB
MDIKJABB_00102	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MDIKJABB_00103	CDS	918	qmcA		COG0330	Protein QmcA
MDIKJABB_00104	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
MDIKJABB_00105	CDS	411	cueR		COG0789	HTH-type transcriptional regulator CueR
MDIKJABB_00106	CDS	2502	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MDIKJABB_00107	CDS	795				hypothetical protein
MDIKJABB_00108	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MDIKJABB_00109	CDS	1653	ushA		COG0737	Protein UshA
MDIKJABB_00110	CDS	1221	fsr			Fosmidomycin resistance protein
MDIKJABB_00111	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
MDIKJABB_00112	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
MDIKJABB_00113	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
MDIKJABB_00114	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
MDIKJABB_00115	CDS	1875	htpG		COG0326	Chaperone protein HtpG
MDIKJABB_00116	CDS	606	recR		COG0353	Recombination protein RecR
MDIKJABB_00117	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
MDIKJABB_00118	CDS	1908	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MDIKJABB_00119	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MDIKJABB_00120	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
MDIKJABB_00121	CDS	528	priC		COG3923	Primosomal replication protein N''
MDIKJABB_00122	CDS	174				hypothetical protein
MDIKJABB_00123	CDS	900				ISNCY family transposase ISSen7
MDIKJABB_00124	CDS	3348	mscK		COG3264	Mechanosensitive channel MscK
MDIKJABB_00125	CDS	651	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
MDIKJABB_00126	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
MDIKJABB_00127	CDS	3147	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MDIKJABB_00128	CDS	375	tomB			Hha toxicity modulator TomB
MDIKJABB_00129	CDS	219	hha			Hemolysin expression-modulating protein Hha
MDIKJABB_00130	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
MDIKJABB_00131	CDS	471	ylaC			Inner membrane protein YlaC
MDIKJABB_00132	CDS	1452	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
MDIKJABB_00133	CDS	699				hypothetical protein
MDIKJABB_00134	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
MDIKJABB_00135	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
MDIKJABB_00136	CDS	1071	lacI_1		COG1609	Lactose operon repressor
MDIKJABB_00137	CDS	1272	lamB_1		COG4580	Maltoporin
MDIKJABB_00138	CDS	315				hypothetical protein
MDIKJABB_00139	CDS	2058	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
MDIKJABB_00140	CDS	1203	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
MDIKJABB_00141	CDS	852	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
MDIKJABB_00142	CDS	1308				hypothetical protein
MDIKJABB_00143	CDS	1233	cycB_1		COG2182	Cyclodextrin-binding protein
MDIKJABB_00144	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
MDIKJABB_00145	CDS	1560	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
MDIKJABB_00146	CDS	321	rcnR		COG1937	Transcriptional repressor RcnR
MDIKJABB_00147	CDS	864	rcnA		COG2215	Nickel/cobalt efflux system RcnA
MDIKJABB_00148	CDS	615				hypothetical protein
MDIKJABB_00149	CDS	1428	norG_1		COG1167	HTH-type transcriptional regulator NorG
MDIKJABB_00150	CDS	216				hypothetical protein
MDIKJABB_00151	CDS	258				hypothetical protein
MDIKJABB_00152	CDS	408				hypothetical protein
MDIKJABB_00153	CDS	312	atl		COG3695	DNA base-flipping protein
MDIKJABB_00154	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
MDIKJABB_00155	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
MDIKJABB_00156	CDS	1287	amtB			Ammonia channel
MDIKJABB_00157	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
MDIKJABB_00158	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
MDIKJABB_00159	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
MDIKJABB_00160	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
MDIKJABB_00161	CDS	1053	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
MDIKJABB_00162	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
MDIKJABB_00163	CDS	1701	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
MDIKJABB_00164	CDS	702	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MDIKJABB_00165	CDS	402	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
MDIKJABB_00166	CDS	369			COG1555	putative protein
MDIKJABB_00167	CDS	1875	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
MDIKJABB_00168	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MDIKJABB_00169	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
MDIKJABB_00170	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MDIKJABB_00171	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MDIKJABB_00172	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
MDIKJABB_00173	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
MDIKJABB_00174	CDS	579				hypothetical protein
MDIKJABB_00175	CDS	1476	ampG_1		COG0477	Anhydromuropeptide permease
MDIKJABB_00176	CDS	945	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MDIKJABB_00177	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MDIKJABB_00178	CDS	612	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MDIKJABB_00179	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MDIKJABB_00180	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MDIKJABB_00181	CDS	333				hypothetical protein
MDIKJABB_00182	CDS	759	pcaR_1		COG1414	Pca regulon regulatory protein
MDIKJABB_00183	CDS	822	ydiB_1	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MDIKJABB_00184	CDS	1677	kstD	1.3.99.4		3-oxosteroid 1-dehydrogenase
MDIKJABB_00185	CDS	321				hypothetical protein
MDIKJABB_00186	CDS	1698	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
MDIKJABB_00187	CDS	819				hypothetical protein
MDIKJABB_00188	CDS	1365	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
MDIKJABB_00189	CDS	1179	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MDIKJABB_00190	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
MDIKJABB_00191	CDS	492				hypothetical protein
MDIKJABB_00192	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MDIKJABB_00193	CDS	594	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MDIKJABB_00194	CDS	477				hypothetical protein
MDIKJABB_00195	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
MDIKJABB_00196	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MDIKJABB_00197	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MDIKJABB_00198	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MDIKJABB_00199	CDS	975	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MDIKJABB_00200	CDS	504	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
MDIKJABB_00201	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MDIKJABB_00202	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
MDIKJABB_00203	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MDIKJABB_00204	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
MDIKJABB_00205	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
MDIKJABB_00206	CDS	540	yajI			putative lipoprotein YajI
MDIKJABB_00207	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
MDIKJABB_00208	CDS	696				hypothetical protein
MDIKJABB_00209	CDS	366				hypothetical protein
MDIKJABB_00210	CDS	972	secF		COG0341	Protein translocase subunit SecF
MDIKJABB_00211	CDS	1815	secD		COG0342	Protein translocase subunit SecD
MDIKJABB_00212	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
MDIKJABB_00213	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MDIKJABB_00214	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MDIKJABB_00215	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MDIKJABB_00216	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MDIKJABB_00217	CDS	444				hypothetical protein
MDIKJABB_00218	CDS	288				hypothetical protein
MDIKJABB_00219	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
MDIKJABB_00220	CDS	963	yihV_1	2.7.1.184		Sulfofructose kinase
MDIKJABB_00221	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
MDIKJABB_00222	CDS	1869	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MDIKJABB_00223	CDS	546				hypothetical protein
MDIKJABB_00224	CDS	642				hypothetical protein
MDIKJABB_00225	CDS	153				hypothetical protein
MDIKJABB_00226	CDS	903	yhaJ_1			HTH-type transcriptional regulator YhaJ
MDIKJABB_00227	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
MDIKJABB_00228	CDS	1374	proY_1		COG1113	Proline-specific permease ProY
MDIKJABB_00229	CDS	1404	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MDIKJABB_00230	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
MDIKJABB_00231	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MDIKJABB_00232	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
MDIKJABB_00233	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
MDIKJABB_00234	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
MDIKJABB_00235	CDS	912	rdgC_1		COG2974	Recombination-associated protein RdgC
MDIKJABB_00236	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
MDIKJABB_00237	CDS	666				hypothetical protein
MDIKJABB_00238	CDS	192	yaiA			putative protein YaiA
MDIKJABB_00239	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
MDIKJABB_00240	CDS	711				hypothetical protein
MDIKJABB_00241	CDS	459				hypothetical protein
MDIKJABB_00242	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MDIKJABB_00243	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
MDIKJABB_00244	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
MDIKJABB_00245	CDS	261	iraP			Anti-adapter protein IraP
MDIKJABB_00246	CDS	1200	sbnD_1			Staphyloferrin B transporter
MDIKJABB_00247	CDS	684				hypothetical protein
MDIKJABB_00248	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MDIKJABB_00249	CDS	204				hypothetical protein
MDIKJABB_00250	CDS	303	yaiY			Inner membrane protein YaiY
MDIKJABB_00251	CDS	1107				hypothetical protein
MDIKJABB_00252	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
MDIKJABB_00253	CDS	534	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MDIKJABB_00254	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
MDIKJABB_00255	CDS	975	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MDIKJABB_00256	CDS	492	rayT		COG1943	REP-associated tyrosine transposase
MDIKJABB_00257	CDS	1719				hypothetical protein
MDIKJABB_00258	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MDIKJABB_00259	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MDIKJABB_00260	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MDIKJABB_00261	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
MDIKJABB_00262	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
MDIKJABB_00263	CDS	1410	rocC		COG0833	Amino-acid permease RocC
MDIKJABB_00264	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
MDIKJABB_00265	CDS	1389	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MDIKJABB_00266	CDS	777	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MDIKJABB_00267	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
MDIKJABB_00268	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MDIKJABB_00269	CDS	1050				hypothetical protein
MDIKJABB_00270	CDS	783	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MDIKJABB_00271	CDS	696	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MDIKJABB_00272	CDS	171				hypothetical protein
MDIKJABB_00273	CDS	810	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
MDIKJABB_00274	CDS	819	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
MDIKJABB_00275	CDS	753	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
MDIKJABB_00276	CDS	690	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
MDIKJABB_00277	CDS	711	ecpE			putative fimbrial chaperone EcpE
MDIKJABB_00278	CDS	1644	ecpD			Fimbria adhesin EcpD
MDIKJABB_00279	CDS	2526	ecpC			putative outer membrane usher protein EcpC
MDIKJABB_00280	CDS	669	ecpB			putative fimbrial chaperone EcpB
MDIKJABB_00281	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
MDIKJABB_00282	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
MDIKJABB_00283	CDS	843	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MDIKJABB_00284	CDS	939				hypothetical protein
MDIKJABB_00285	CDS	873				hypothetical protein
MDIKJABB_00286	CDS	885				hypothetical protein
MDIKJABB_00287	CDS	1059				hypothetical protein
MDIKJABB_00288	CDS	666		3.1.3.-	COG0560	putative phosphatase
MDIKJABB_00289	CDS	870				hypothetical protein
MDIKJABB_00290	CDS	462				hypothetical protein
MDIKJABB_00291	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
MDIKJABB_00292	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MDIKJABB_00293	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MDIKJABB_00294	tRNA	76				tRNA-Thr(cgt)
MDIKJABB_00295	CDS	1206	intS_1		COG0582	Prophage integrase IntS
MDIKJABB_00296	CDS	90				hypothetical protein
MDIKJABB_00297	CDS	936				hypothetical protein
MDIKJABB_00298	CDS	1554		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
MDIKJABB_00299	CDS	810				hypothetical protein
MDIKJABB_00300	CDS	1722	recF_1			DNA replication and repair protein RecF
MDIKJABB_00301	CDS	1731				hypothetical protein
MDIKJABB_00302	CDS	555				hypothetical protein
MDIKJABB_00303	CDS	303				hypothetical protein
MDIKJABB_00304	CDS	576				hypothetical protein
MDIKJABB_00305	CDS	207				hypothetical protein
MDIKJABB_00306	CDS	588				hypothetical protein
MDIKJABB_00307	CDS	930				hypothetical protein
MDIKJABB_00308	CDS	864	era_1			GTPase Era
MDIKJABB_00309	CDS	825				hypothetical protein
MDIKJABB_00310	CDS	711				hypothetical protein
MDIKJABB_00311	CDS	537				hypothetical protein
MDIKJABB_00312	CDS	438				hypothetical protein
MDIKJABB_00313	CDS	411				hypothetical protein
MDIKJABB_00314	CDS	237				hypothetical protein
MDIKJABB_00315	CDS	459	klcA_1			Antirestriction protein KlcA
MDIKJABB_00316	CDS	483				hypothetical protein
MDIKJABB_00317	CDS	222				hypothetical protein
MDIKJABB_00318	CDS	318	yfjZ			Antitoxin YfjZ
MDIKJABB_00319	CDS	369	ypjF			Toxin YpjF
MDIKJABB_00320	CDS	2766	pknK	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
MDIKJABB_00321	CDS	960	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MDIKJABB_00322	CDS	1020	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
MDIKJABB_00323	CDS	1536	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MDIKJABB_00324	CDS	1398	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MDIKJABB_00325	CDS	252				hypothetical protein
MDIKJABB_00326	CDS	792	lsrF_1	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
MDIKJABB_00327	CDS	552	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
MDIKJABB_00328	CDS	1539	lyx_1	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
MDIKJABB_00329	CDS	762	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MDIKJABB_00330	CDS	996		1.17.1.9		Formate dehydrogenase, mitochondrial
MDIKJABB_00331	CDS	1263	gatC_1		COG3775	PTS system galactitol-specific EIIC component
MDIKJABB_00332	CDS	639	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
MDIKJABB_00333	CDS	750	yjhP			putative protein YjhP
MDIKJABB_00334	CDS	258				hypothetical protein
MDIKJABB_00335	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
MDIKJABB_00336	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
MDIKJABB_00337	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
