locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJCHDOIF_00085	CDS	882				hypothetical protein
JJCHDOIF_00086	CDS	1509				hypothetical protein
JJCHDOIF_00087	CDS	804	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
JJCHDOIF_00088	tRNA	85				tRNA-Leu(tag)
JJCHDOIF_00089	tRNA	74				tRNA-Trp(cca)
JJCHDOIF_00090	tRNA	85				tRNA-Leu(tag)
JJCHDOIF_00091	tRNA	74				tRNA-Trp(cca)
JJCHDOIF_00092	CDS	918	hdfR_1			HTH-type transcriptional regulator HdfR
JJCHDOIF_00093	CDS	1377	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
JJCHDOIF_00094	CDS	1569	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
JJCHDOIF_00095	CDS	1398	gabP_1		COG1113	GABA permease
JJCHDOIF_00096	CDS	234				hypothetical protein
JJCHDOIF_00097	CDS	990				hypothetical protein
JJCHDOIF_00098	CDS	795	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
JJCHDOIF_00099	CDS	600	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JJCHDOIF_00100	CDS	645				hypothetical protein
JJCHDOIF_00101	CDS	363			COG3111	putative protein
JJCHDOIF_00102	CDS	471				hypothetical protein
JJCHDOIF_00103	CDS	327				hypothetical protein
JJCHDOIF_00104	CDS	606	eamB		COG1280	Cysteine/O-acetylserine efflux protein
JJCHDOIF_00105	CDS	837	rhaS_1			HTH-type transcriptional activator RhaS
JJCHDOIF_00106	CDS	1149	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
JJCHDOIF_00107	CDS	1236	gltS		COG0786	Sodium/glutamate symporter
JJCHDOIF_00108	CDS	903				hypothetical protein
JJCHDOIF_00109	CDS	699	nanR			HTH-type transcriptional repressor NanR
JJCHDOIF_00110	CDS	201				hypothetical protein
JJCHDOIF_00111	CDS	639				hypothetical protein
JJCHDOIF_00112	CDS	537				hypothetical protein
JJCHDOIF_00113	CDS	549				hypothetical protein
JJCHDOIF_00114	CDS	519				hypothetical protein
JJCHDOIF_00115	CDS	834				hypothetical protein
JJCHDOIF_00116	CDS	2499				hypothetical protein
JJCHDOIF_00117	CDS	1020				hypothetical protein
JJCHDOIF_00118	CDS	237				hypothetical protein
JJCHDOIF_00119	CDS	1488	proP_1			Proline/betaine transporter
JJCHDOIF_00120	CDS	621				hypothetical protein
JJCHDOIF_00121	CDS	759				hypothetical protein
JJCHDOIF_00122	CDS	510				hypothetical protein
JJCHDOIF_00123	CDS	555				hypothetical protein
JJCHDOIF_00124	CDS	891				hypothetical protein
JJCHDOIF_00125	CDS	618				hypothetical protein
JJCHDOIF_00126	CDS	807				hypothetical protein
JJCHDOIF_00127	CDS	1701	pqiB		COG3008	Intermembrane transport protein PqiB
JJCHDOIF_00128	CDS	708				hypothetical protein
JJCHDOIF_00129	CDS	402	hiuH_1	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
JJCHDOIF_00130	CDS	489				hypothetical protein
JJCHDOIF_00131	CDS	672	czcR			Transcriptional activator protein CzcR
JJCHDOIF_00132	CDS	1404	czcS	2.7.13.3		Sensor protein CzcS
JJCHDOIF_00133	CDS	564	blc_1		COG3040	Outer membrane lipoprotein Blc
JJCHDOIF_00134	CDS	972				hypothetical protein
JJCHDOIF_00135	CDS	1263				hypothetical protein
JJCHDOIF_00136	CDS	792				hypothetical protein
JJCHDOIF_00137	CDS	1200	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
JJCHDOIF_00138	CDS	780				hypothetical protein
JJCHDOIF_00139	CDS	1047	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JJCHDOIF_00140	CDS	1329	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JJCHDOIF_00141	CDS	696	cusR		COG0745	Transcriptional regulatory protein CusR
JJCHDOIF_00142	CDS	495				hypothetical protein
JJCHDOIF_00143	CDS	573				hypothetical protein
JJCHDOIF_00144	CDS	507				hypothetical protein
JJCHDOIF_00145	CDS	729	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
JJCHDOIF_00146	CDS	912	yddG		COG0697	Aromatic amino acid exporter YddG
JJCHDOIF_00147	CDS	1368				hypothetical protein
JJCHDOIF_00148	CDS	453				hypothetical protein
JJCHDOIF_00149	CDS	1203				hypothetical protein
JJCHDOIF_00150	CDS	567				hypothetical protein
JJCHDOIF_00151	CDS	1299	dctA_2			C4-dicarboxylate transport protein
JJCHDOIF_00152	CDS	204				hypothetical protein
JJCHDOIF_00153	CDS	732	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
JJCHDOIF_00154	CDS	696				hypothetical protein
JJCHDOIF_00155	CDS	1026	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
JJCHDOIF_00156	CDS	867	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
JJCHDOIF_00157	CDS	1287	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JJCHDOIF_00158	CDS	1575	purH		COG0138	Bifunctional purine biosynthesis protein PurH
JJCHDOIF_00159	CDS	270	fis_1		COG2901	DNA-binding protein Fis
JJCHDOIF_00160	CDS	843				hypothetical protein
JJCHDOIF_00161	CDS	906	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
JJCHDOIF_00162	CDS	231				hypothetical protein
JJCHDOIF_00163	CDS	1881	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JJCHDOIF_00164	CDS	1008				hypothetical protein
JJCHDOIF_00165	CDS	1551			COG2308	putative protein
JJCHDOIF_00166	CDS	597				hypothetical protein
JJCHDOIF_00167	CDS	780			COG1305	putative protein
JJCHDOIF_00168	CDS	735				hypothetical protein
JJCHDOIF_00169	CDS	1077	alr1	5.1.1.1	COG0787	Alanine racemase
JJCHDOIF_00170	CDS	1446	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
JJCHDOIF_00171	CDS	447	rplI		COG0359	50S ribosomal protein L9
JJCHDOIF_00172	CDS	228	rpsR		COG0238	30S ribosomal protein S18
JJCHDOIF_00173	CDS	384	rpsF		COG0360	30S ribosomal protein S6
JJCHDOIF_00174	CDS	879	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JJCHDOIF_00175	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
JJCHDOIF_00176	CDS	621	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
JJCHDOIF_00177	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
JJCHDOIF_00178	CDS	1053	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
JJCHDOIF_00179	CDS	756				hypothetical protein
JJCHDOIF_00180	CDS	2379	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
JJCHDOIF_00181	CDS	837	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
JJCHDOIF_00182	CDS	2439	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
JJCHDOIF_00183	CDS	1830				hypothetical protein
JJCHDOIF_00184	CDS	1248	pgaC_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
JJCHDOIF_00185	CDS	465				hypothetical protein
JJCHDOIF_00186	CDS	564		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
JJCHDOIF_00187	CDS	1005	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
JJCHDOIF_00188	CDS	504				hypothetical protein
JJCHDOIF_00189	CDS	423				hypothetical protein
JJCHDOIF_00190	CDS	903	pgrR_1			HTH-type transcriptional regulator PgrR
JJCHDOIF_00191	CDS	840	hchA_1	3.5.1.124		Protein/nucleic acid deglycase HchA
JJCHDOIF_00192	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
JJCHDOIF_00193	CDS	822	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
JJCHDOIF_00194	CDS	1029				hypothetical protein
JJCHDOIF_00195	CDS	771		1.-.-.-		putative oxidoreductase
JJCHDOIF_00196	CDS	264	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JJCHDOIF_00197	CDS	867	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JJCHDOIF_00198	CDS	1644	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JJCHDOIF_00199	CDS	579				hypothetical protein
JJCHDOIF_00200	CDS	777	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
JJCHDOIF_00201	CDS	1299			COG0661	putative protein
JJCHDOIF_00202	CDS	381	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JJCHDOIF_00203	CDS	438				hypothetical protein
JJCHDOIF_00204	CDS	138				hypothetical protein
JJCHDOIF_00205	CDS	1710	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
JJCHDOIF_00206	CDS	2034	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
JJCHDOIF_00207	CDS	606	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
JJCHDOIF_00208	CDS	2655	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
JJCHDOIF_00209	CDS	717	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
JJCHDOIF_00210	CDS	1425	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
JJCHDOIF_00211	CDS	549				hypothetical protein
JJCHDOIF_00212	CDS	636	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
JJCHDOIF_00213	CDS	1323	lplT			Lysophospholipid transporter LplT
JJCHDOIF_00214	CDS	2721	bamA_1			Outer membrane protein assembly factor BamA
JJCHDOIF_00215	CDS	4506				hypothetical protein
JJCHDOIF_00216	CDS	360				hypothetical protein
JJCHDOIF_00217	CDS	2640	acnB	4.2.1.3	COG1049	Aconitate hydratase B
JJCHDOIF_00218	CDS	435				hypothetical protein
JJCHDOIF_00219	CDS	984				hypothetical protein
JJCHDOIF_00220	CDS	1200	ydhP_1		COG2814	Inner membrane transport protein YdhP
JJCHDOIF_00221	CDS	429				hypothetical protein
JJCHDOIF_00222	CDS	795				hypothetical protein
JJCHDOIF_00223	CDS	921	metR			HTH-type transcriptional regulator MetR
JJCHDOIF_00224	CDS	453				hypothetical protein
JJCHDOIF_00225	CDS	219				hypothetical protein
JJCHDOIF_00226	CDS	705	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JJCHDOIF_00227	CDS	444				hypothetical protein
JJCHDOIF_00228	CDS	309				hypothetical protein
JJCHDOIF_00229	CDS	909				hypothetical protein
JJCHDOIF_00230	CDS	456				hypothetical protein
JJCHDOIF_00231	CDS	1953	mutL			DNA mismatch repair protein MutL
JJCHDOIF_00232	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JJCHDOIF_00233	CDS	507	hfq			RNA-binding protein Hfq
JJCHDOIF_00234	CDS	858				hypothetical protein
JJCHDOIF_00235	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
JJCHDOIF_00236	CDS	231				hypothetical protein
JJCHDOIF_00237	CDS	720	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
JJCHDOIF_00238	CDS	510		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
JJCHDOIF_00239	CDS	1728	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
JJCHDOIF_00240	CDS	723				hypothetical protein
JJCHDOIF_00241	CDS	816	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
JJCHDOIF_00242	CDS	1386	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
JJCHDOIF_00243	CDS	1437	potE			Putrescine transporter PotE
JJCHDOIF_00244	CDS	1512	ald1	1.2.1.48		Long-chain-aldehyde dehydrogenase
JJCHDOIF_00245	CDS	1191				hypothetical protein
JJCHDOIF_00246	CDS	969				hypothetical protein
JJCHDOIF_00247	CDS	1173	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
JJCHDOIF_00248	CDS	1713	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
JJCHDOIF_00249	CDS	360				hypothetical protein
JJCHDOIF_00250	CDS	828	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
JJCHDOIF_00251	CDS	1158				hypothetical protein
JJCHDOIF_00252	CDS	258				hypothetical protein
JJCHDOIF_00253	CDS	2607	pepN_1	3.4.11.2	COG0308	Aminopeptidase N
JJCHDOIF_00254	CDS	444				hypothetical protein
JJCHDOIF_00255	CDS	705				hypothetical protein
JJCHDOIF_00256	CDS	2460				hypothetical protein
JJCHDOIF_00257	CDS	1020				hypothetical protein
JJCHDOIF_00258	CDS	687				hypothetical protein
JJCHDOIF_00259	CDS	762				hypothetical protein
JJCHDOIF_00260	CDS	684				hypothetical protein
JJCHDOIF_00261	CDS	558	pheA2	5.4.99.5	COG1605	Secreted chorismate mutase
JJCHDOIF_00262	CDS	498	lrp_1		COG1522	Leucine-responsive regulatory protein
JJCHDOIF_00263	CDS	375				hypothetical protein
JJCHDOIF_00264	CDS	519				hypothetical protein
JJCHDOIF_00265	CDS	2238	iutA_1			Ferric aerobactin receptor
JJCHDOIF_00266	CDS	1236	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
JJCHDOIF_00267	CDS	252				hypothetical protein
JJCHDOIF_00268	CDS	471				hypothetical protein
JJCHDOIF_00269	CDS	282				hypothetical protein
JJCHDOIF_00270	CDS	384				hypothetical protein
JJCHDOIF_00271	CDS	507				hypothetical protein
JJCHDOIF_00272	CDS	2157	fhuE_1		COG4773	FhuE receptor
JJCHDOIF_00273	CDS	1113				hypothetical protein
JJCHDOIF_00274	CDS	132				hypothetical protein
JJCHDOIF_00275	CDS	426	pliG			Inhibitor of g-type lysozyme
JJCHDOIF_00276	CDS	1584	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
JJCHDOIF_00277	CDS	444				Putative universal stress protein
JJCHDOIF_00278	CDS	228				hypothetical protein
JJCHDOIF_00279	CDS	174				hypothetical protein
JJCHDOIF_00280	CDS	444				hypothetical protein
JJCHDOIF_00281	CDS	162				hypothetical protein
JJCHDOIF_00282	CDS	2757	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
JJCHDOIF_00283	CDS	720				hypothetical protein
JJCHDOIF_00284	CDS	1173	ydcO_1		COG3135	Inner membrane protein YdcO
JJCHDOIF_00285	CDS	474	lrp_2		COG1522	Leucine-responsive regulatory protein
JJCHDOIF_00286	CDS	651	leuE_1		COG1280	Leucine efflux protein
JJCHDOIF_00287	CDS	990	tal	2.2.1.2	COG0176	Transaldolase
JJCHDOIF_00288	CDS	894	yahB			putative HTH-type transcriptional regulator YahB
JJCHDOIF_00289	CDS	435				hypothetical protein
JJCHDOIF_00290	CDS	1569	fadI	2.3.1.16		3-ketoacyl-CoA thiolase
JJCHDOIF_00291	CDS	1392				hypothetical protein
JJCHDOIF_00292	CDS	855				hypothetical protein
JJCHDOIF_00293	CDS	1260				hypothetical protein
JJCHDOIF_00294	CDS	579				hypothetical protein
JJCHDOIF_00295	CDS	1479	smvA			Methyl viologen resistance protein SmvA
JJCHDOIF_00296	CDS	2109	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
JJCHDOIF_00297	CDS	96				hypothetical protein
JJCHDOIF_00298	CDS	2229	plcN_1	3.1.4.3	COG3511	Non-hemolytic phospholipase C
JJCHDOIF_00299	CDS	435				hypothetical protein
JJCHDOIF_00300	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
JJCHDOIF_00301	CDS	1245	pgl	3.1.1.31		6-phosphogluconolactonase
JJCHDOIF_00302	CDS	504		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
JJCHDOIF_00303	CDS	1035	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JJCHDOIF_00304	CDS	1131				hypothetical protein
JJCHDOIF_00305	CDS	1029	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JJCHDOIF_00306	CDS	1326				hypothetical protein
JJCHDOIF_00307	CDS	282				hypothetical protein
JJCHDOIF_00308	CDS	1341				hypothetical protein
JJCHDOIF_00309	CDS	573				hypothetical protein
JJCHDOIF_00310	CDS	864				hypothetical protein
JJCHDOIF_00311	CDS	1167	hcaT			putative 3-phenylpropionic acid transporter
JJCHDOIF_00312	CDS	504				hypothetical protein
JJCHDOIF_00313	CDS	1371	accC	6.3.4.14	COG0439	Biotin carboxylase
JJCHDOIF_00314	CDS	420	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
JJCHDOIF_00315	CDS	456	aroQ	4.2.1.10		3-dehydroquinate dehydratase
JJCHDOIF_00316	CDS	1329	umuC_1		COG0389	Protein UmuC
JJCHDOIF_00317	CDS	192				hypothetical protein
JJCHDOIF_00318	CDS	1011				hypothetical protein
JJCHDOIF_00319	CDS	591	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
JJCHDOIF_00320	CDS	270				hypothetical protein
JJCHDOIF_00321	CDS	2547	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
JJCHDOIF_00322	CDS	1623	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
JJCHDOIF_00323	CDS	2781	nasA	1.7.-.-		Nitrate reductase
JJCHDOIF_00324	CDS	630	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
JJCHDOIF_00325	CDS	1485	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
JJCHDOIF_00326	CDS	729				hypothetical protein
JJCHDOIF_00327	CDS	1035	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
JJCHDOIF_00328	CDS	255				hypothetical protein
JJCHDOIF_00329	CDS	489	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
JJCHDOIF_00330	CDS	924	moaC			Cyclic pyranopterin monophosphate synthase
JJCHDOIF_00331	CDS	1236	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
JJCHDOIF_00332	CDS	483			COG1733	putative HTH-type transcriptional regulator
JJCHDOIF_00333	CDS	1440	norG_2		COG1167	HTH-type transcriptional regulator NorG
JJCHDOIF_00334	CDS	864				hypothetical protein
JJCHDOIF_00335	CDS	312	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
JJCHDOIF_00336	CDS	285				hypothetical protein
JJCHDOIF_00337	CDS	351				hypothetical protein
JJCHDOIF_00338	CDS	369	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
JJCHDOIF_00339	CDS	1008	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JJCHDOIF_00340	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JJCHDOIF_00341	CDS	297				hypothetical protein
JJCHDOIF_00342	CDS	462				hypothetical protein
JJCHDOIF_00343	CDS	492				hypothetical protein
JJCHDOIF_00344	CDS	1245	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
JJCHDOIF_00345	CDS	645				hypothetical protein
JJCHDOIF_00346	CDS	483	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JJCHDOIF_00347	CDS	525				hypothetical protein
JJCHDOIF_00348	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
JJCHDOIF_00349	CDS	654				hypothetical protein
JJCHDOIF_00350	CDS	1494	glnG		COG2204	DNA-binding transcriptional regulator NtrC
JJCHDOIF_00351	CDS	1110	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
JJCHDOIF_00352	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JJCHDOIF_00353	CDS	729	pyrH	2.7.4.22	COG0528	Uridylate kinase
JJCHDOIF_00354	CDS	555	frr		COG0233	Ribosome-recycling factor
JJCHDOIF_00355	CDS	753	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
JJCHDOIF_00356	CDS	825				hypothetical protein
JJCHDOIF_00357	CDS	1197	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
JJCHDOIF_00358	CDS	1356	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
JJCHDOIF_00359	CDS	2526	bamA_2		COG4775	Outer membrane protein assembly factor BamA
JJCHDOIF_00360	CDS	504				hypothetical protein
JJCHDOIF_00361	CDS	1071	lpxD	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
JJCHDOIF_00362	CDS	486	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
JJCHDOIF_00363	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
