locus_tag	ftype	length_bp	gene	EC_number	COG	product
JPCKEEFE_00112	CDS	1359	tolC_1		COG1538	Outer membrane protein TolC
JPCKEEFE_00113	CDS	1314	prsE_1			Type I secretion system membrane fusion protein PrsE
JPCKEEFE_00114	CDS	1725	prsD			Type I secretion system ATP-binding protein PrsD
JPCKEEFE_00115	CDS	1641	sapA		COG4166	Peptide transport periplasmic protein SapA
JPCKEEFE_00116	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
JPCKEEFE_00117	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
JPCKEEFE_00118	CDS	993	sapD		COG4170	Peptide transport system ATP-binding protein SapD
JPCKEEFE_00119	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
JPCKEEFE_00120	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
JPCKEEFE_00121	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
JPCKEEFE_00122	CDS	906	gltI		COG0834	Glutamate/aspartate import solute-binding protein
JPCKEEFE_00123	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
JPCKEEFE_00124	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
JPCKEEFE_00125	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
JPCKEEFE_00126	CDS	942	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
JPCKEEFE_00127	CDS	486				hypothetical protein
JPCKEEFE_00128	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JPCKEEFE_00129	CDS	570	lptE		COG2980	LPS-assembly lipoprotein LptE
JPCKEEFE_00130	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
JPCKEEFE_00131	CDS	909	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
JPCKEEFE_00132	CDS	2214	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
JPCKEEFE_00133	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
JPCKEEFE_00134	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
JPCKEEFE_00135	CDS	744	glnH		COG0834	Glutamine-binding periplasmic protein
JPCKEEFE_00136	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
JPCKEEFE_00137	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
JPCKEEFE_00138	CDS	519	ompX		COG3637	Outer membrane protein X
JPCKEEFE_00139	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
JPCKEEFE_00140	CDS	129	mntS			Small protein MntS
JPCKEEFE_00141	CDS	474	mntR		COG1321	Transcriptional regulator MntR
JPCKEEFE_00142	CDS	1083	emrA_1			Colistin resistance protein EmrA
JPCKEEFE_00143	CDS	1653				hypothetical protein
JPCKEEFE_00144	CDS	795	ydcF		COG1434	Protein YdcF
JPCKEEFE_00145	CDS	663	gltF_1			Protein GltF
JPCKEEFE_00146	CDS	663	gltF_2			Protein GltF
JPCKEEFE_00147	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JPCKEEFE_00148	CDS	531	cybB		COG3038	Cytochrome b561
JPCKEEFE_00149	CDS	1068	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
JPCKEEFE_00150	CDS	744	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
JPCKEEFE_00151	CDS	1197	bepC			Outer membrane efflux protein BepC
JPCKEEFE_00152	CDS	861	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
JPCKEEFE_00153	CDS	237				hypothetical protein
JPCKEEFE_00154	CDS	438	slyA_1		COG1846	Transcriptional regulator SlyA
JPCKEEFE_00155	CDS	1362	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
JPCKEEFE_00156	CDS	468	slyB_1		COG3133	Outer membrane lipoprotein SlyB
JPCKEEFE_00157	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
JPCKEEFE_00158	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
JPCKEEFE_00159	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
JPCKEEFE_00160	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
JPCKEEFE_00161	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
JPCKEEFE_00162	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
JPCKEEFE_00163	CDS	1473	dtpA		COG3104	Dipeptide and tripeptide permease A
JPCKEEFE_00164	CDS	816				hypothetical protein
JPCKEEFE_00165	CDS	399				hypothetical protein
JPCKEEFE_00166	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JPCKEEFE_00167	CDS	1089	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JPCKEEFE_00168	CDS	882	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
JPCKEEFE_00169	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JPCKEEFE_00170	CDS	1005	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
JPCKEEFE_00171	CDS	981	wzzB		COG3765	Chain length determinant protein
JPCKEEFE_00172	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JPCKEEFE_00173	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JPCKEEFE_00174	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JPCKEEFE_00175	CDS	507	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JPCKEEFE_00176	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JPCKEEFE_00177	CDS	849	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
JPCKEEFE_00178	CDS	1701				hypothetical protein
JPCKEEFE_00179	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JPCKEEFE_00180	CDS	2775				hypothetical protein
JPCKEEFE_00181	CDS	624	iprA_2			Inhibitor of hydrogen peroxide resistance
JPCKEEFE_00182	CDS	1167	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
JPCKEEFE_00183	CDS	534	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
JPCKEEFE_00184	CDS	177				hypothetical protein
JPCKEEFE_00185	CDS	1437	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
JPCKEEFE_00186	CDS	390	umuD_1	3.4.21.-	COG1974	Protein UmuD
JPCKEEFE_00187	CDS	381				hypothetical protein
JPCKEEFE_00188	CDS	1029	malI_1		COG1609	Maltose regulon regulatory protein MalI
JPCKEEFE_00189	CDS	1533	ydgA		COG5339	Protein YdgA
JPCKEEFE_00190	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
JPCKEEFE_00191	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
JPCKEEFE_00192	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
JPCKEEFE_00193	CDS	642	tus			DNA replication terminus site-binding protein
JPCKEEFE_00194	CDS	609				hypothetical protein
JPCKEEFE_00195	CDS	396				hypothetical protein
JPCKEEFE_00196	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
JPCKEEFE_00197	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
JPCKEEFE_00198	CDS	1491	sufB		COG0719	FeS cluster assembly protein SufB
JPCKEEFE_00199	CDS	369	sufA		COG0316	Protein SufA
JPCKEEFE_00200	CDS	729	bluR		COG0789	HTH-type transcriptional repressor BluR
JPCKEEFE_00201	CDS	1221	bluF_1			Blue light- and temperature-regulated antirepressor BluF
JPCKEEFE_00202	CDS	240	ycgZ			putative two-component-system connector protein YcgZ
JPCKEEFE_00203	CDS	279	ariR			putative two-component-system connector protein AriR
JPCKEEFE_00204	CDS	2151	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
JPCKEEFE_00205	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
JPCKEEFE_00206	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
JPCKEEFE_00207	CDS	2298		3.2.1.-		Beta-xylosidase
JPCKEEFE_00208	CDS	1749	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
JPCKEEFE_00209	CDS	555	pat_1	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
JPCKEEFE_00210	CDS	924	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
JPCKEEFE_00211	CDS	588	yohC			Inner membrane protein YohC
JPCKEEFE_00212	CDS	573	yohD		COG0586	Inner membrane protein YohD
JPCKEEFE_00213	CDS	765	yohF_1	1.-.-.-	COG1028	putative oxidoreductase YohF
JPCKEEFE_00214	CDS	567				hypothetical protein
JPCKEEFE_00215	CDS	255				hypothetical protein
JPCKEEFE_00216	CDS	108	yniD			putative protein YniD
JPCKEEFE_00217	CDS	825				hypothetical protein
JPCKEEFE_00218	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
JPCKEEFE_00219	CDS	291				hypothetical protein
JPCKEEFE_00220	CDS	861		2.7.1.-		putative ketoamine kinase
JPCKEEFE_00221	CDS	537				hypothetical protein
JPCKEEFE_00222	CDS	672	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
JPCKEEFE_00223	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
JPCKEEFE_00224	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
JPCKEEFE_00225	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
JPCKEEFE_00226	CDS	249	cedA			Cell division activator CedA
JPCKEEFE_00227	CDS	1548	cusA_1		COG3696	Cation efflux system protein CusA
JPCKEEFE_00228	CDS	576				hypothetical protein
JPCKEEFE_00229	CDS	312				hypothetical protein
JPCKEEFE_00230	CDS	312				hypothetical protein
JPCKEEFE_00231	CDS	1368	chrA1			Chromate transport protein
JPCKEEFE_00232	CDS	444				hypothetical protein
JPCKEEFE_00233	CDS	366				hypothetical protein
JPCKEEFE_00234	CDS	1617				hypothetical protein
JPCKEEFE_00235	CDS	363				hypothetical protein
JPCKEEFE_00236	CDS	768	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
JPCKEEFE_00237	CDS	585	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
JPCKEEFE_00238	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
JPCKEEFE_00239	CDS	357	dipZ		COG0785	Protein DipZ
JPCKEEFE_00240	CDS	444				hypothetical protein
JPCKEEFE_00241	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JPCKEEFE_00242	CDS	1194				hypothetical protein
JPCKEEFE_00243	CDS	1020				hypothetical protein
JPCKEEFE_00244	CDS	1098	pglJ_1	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
JPCKEEFE_00245	CDS	1116				hypothetical protein
JPCKEEFE_00246	CDS	1149				hypothetical protein
JPCKEEFE_00247	CDS	1047	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
JPCKEEFE_00248	CDS	1104	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
JPCKEEFE_00249	CDS	351				hypothetical protein
JPCKEEFE_00250	CDS	519				hypothetical protein
JPCKEEFE_00251	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
JPCKEEFE_00252	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
JPCKEEFE_00253	CDS	432	uspG_1		COG0589	Universal stress protein UP12
JPCKEEFE_00254	CDS	204	ydfZ			Putative selenoprotein YdfZ
JPCKEEFE_00255	CDS	1464	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JPCKEEFE_00256	CDS	1539	xylP			Isoprimeverose transporter
JPCKEEFE_00257	CDS	1407	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
JPCKEEFE_00258	CDS	1386	ydfJ			Putative transporter YdfJ
JPCKEEFE_00259	CDS	525	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
JPCKEEFE_00260	CDS	534	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
JPCKEEFE_00261	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
JPCKEEFE_00262	CDS	129	ymiA			Protein YmiA
JPCKEEFE_00263	CDS	975	cysB			HTH-type transcriptional regulator CysB
JPCKEEFE_00264	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
JPCKEEFE_00265	CDS	252	yciN			Protein YciN
JPCKEEFE_00266	CDS	1047	sohB	3.4.21.-	COG0616	putative protease SohB
JPCKEEFE_00267	CDS	450				hypothetical protein
JPCKEEFE_00268	CDS	1287	gudP_1			putative glucarate transporter
JPCKEEFE_00269	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
JPCKEEFE_00270	CDS	1338	gudD	4.2.1.40	COG4948	Glucarate dehydratase
JPCKEEFE_00271	CDS	1140	garK	2.7.1.165	COG1929	Glycerate 2-kinase
JPCKEEFE_00272	CDS	2760	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
JPCKEEFE_00273	CDS	1299	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
JPCKEEFE_00274	CDS	282				hypothetical protein
JPCKEEFE_00275	CDS	468				hypothetical protein
JPCKEEFE_00276	CDS	177				hypothetical protein
JPCKEEFE_00277	CDS	3075	mexB_1		COG0841	Multidrug resistance protein MexB
JPCKEEFE_00278	CDS	1149	ttgG			Toluene efflux pump periplasmic linker protein TtgG
JPCKEEFE_00279	CDS	1197	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JPCKEEFE_00280	CDS	696	baeR_1		COG0745	Transcriptional regulatory protein BaeR
JPCKEEFE_00281	CDS	789				hypothetical protein
JPCKEEFE_00282	CDS	348				hypothetical protein
JPCKEEFE_00283	CDS	1026				hypothetical protein
JPCKEEFE_00284	CDS	879	tqsA		COG0628	AI-2 transport protein TqsA
JPCKEEFE_00285	CDS	198				hypothetical protein
JPCKEEFE_00286	CDS	630	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
JPCKEEFE_00287	CDS	2379	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
JPCKEEFE_00288	CDS	2328	pbpC		COG4953	Penicillin-binding protein 1C
JPCKEEFE_00289	CDS	4377	yfhM		COG2373	Alpha-2-macroglobulin
JPCKEEFE_00290	CDS	951				hypothetical protein
JPCKEEFE_00291	CDS	939	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
JPCKEEFE_00292	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
JPCKEEFE_00293	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
JPCKEEFE_00294	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
JPCKEEFE_00295	CDS	912	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
JPCKEEFE_00296	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JPCKEEFE_00297	CDS	384				hypothetical protein
JPCKEEFE_00298	CDS	774	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
JPCKEEFE_00299	CDS	348	grxD		COG0278	Glutaredoxin 4
JPCKEEFE_00300	CDS	651	rnt	3.1.13.-	COG0847	Ribonuclease T
JPCKEEFE_00301	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
JPCKEEFE_00302	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
JPCKEEFE_00303	CDS	600	nemR			HTH-type transcriptional repressor NemR
JPCKEEFE_00304	CDS	1626	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
JPCKEEFE_00305	CDS	240				hypothetical protein
JPCKEEFE_00306	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JPCKEEFE_00307	CDS	519	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
JPCKEEFE_00308	CDS	1539	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
JPCKEEFE_00309	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
JPCKEEFE_00310	CDS	492				hypothetical protein
JPCKEEFE_00311	CDS	1362	yajR		COG0477	Inner membrane transport protein YajR
JPCKEEFE_00312	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JPCKEEFE_00313	CDS	327	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
JPCKEEFE_00314	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
JPCKEEFE_00315	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
JPCKEEFE_00316	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
JPCKEEFE_00317	CDS	1074	ampG		COG0477	Anhydromuropeptide permease
JPCKEEFE_00318	CDS	1632	ybaL		COG1226	Putative cation/proton antiporter YbaL
JPCKEEFE_00319	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
JPCKEEFE_00320	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
JPCKEEFE_00321	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
JPCKEEFE_00322	CDS	1875	htpG		COG0326	Chaperone protein HtpG
JPCKEEFE_00323	CDS	606	recR		COG0353	Recombination protein RecR
JPCKEEFE_00324	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
JPCKEEFE_00325	CDS	1758	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
