locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIELJBDO_00088	CDS	489	hcp1_1		COG3157	Protein hcp1
PIELJBDO_00089	CDS	786				hypothetical protein
PIELJBDO_00090	CDS	510				hypothetical protein
PIELJBDO_00091	CDS	1860				hypothetical protein
PIELJBDO_00092	CDS	1047				hypothetical protein
PIELJBDO_00093	CDS	2709	clpV1_1		COG0542	Protein ClpV1
PIELJBDO_00094	CDS	1941	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
PIELJBDO_00095	CDS	285				hypothetical protein
PIELJBDO_00096	CDS	234				hypothetical protein
PIELJBDO_00097	CDS	1383				hypothetical protein
PIELJBDO_00098	CDS	435				hypothetical protein
PIELJBDO_00099	CDS	2226				hypothetical protein
PIELJBDO_00100	CDS	450				hypothetical protein
PIELJBDO_00101	CDS	1113				hypothetical protein
PIELJBDO_00102	CDS	1038				hypothetical protein
PIELJBDO_00103	CDS	1092				hypothetical protein
PIELJBDO_00104	CDS	921				hypothetical protein
PIELJBDO_00105	CDS	1233				hypothetical protein
PIELJBDO_00106	CDS	729	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
PIELJBDO_00107	CDS	1572				hypothetical protein
PIELJBDO_00108	CDS	639				hypothetical protein
PIELJBDO_00109	CDS	1101				hypothetical protein
PIELJBDO_00110	CDS	1593	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
PIELJBDO_00111	CDS	555	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
PIELJBDO_00112	CDS	888	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
PIELJBDO_00113	CDS	210				hypothetical protein
PIELJBDO_00114	CDS	795				hypothetical protein
PIELJBDO_00115	CDS	579				hypothetical protein
PIELJBDO_00116	CDS	1074	ctaA	1.3.-.-		Heme A synthase
PIELJBDO_00117	CDS	915	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
PIELJBDO_00118	CDS	636				hypothetical protein
PIELJBDO_00119	CDS	453	elaA		COG2153	Protein ElaA
PIELJBDO_00120	CDS	474			COG1733	putative HTH-type transcriptional regulator
PIELJBDO_00121	CDS	729				hypothetical protein
PIELJBDO_00122	CDS	588	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
PIELJBDO_00123	CDS	1335	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
PIELJBDO_00124	CDS	687	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PIELJBDO_00125	CDS	735				hypothetical protein
PIELJBDO_00126	CDS	411				hypothetical protein
PIELJBDO_00127	CDS	909	dmlR_2			HTH-type transcriptional regulator DmlR
PIELJBDO_00128	CDS	282				hypothetical protein
PIELJBDO_00129	CDS	228				hypothetical protein
PIELJBDO_00130	CDS	624				hypothetical protein
PIELJBDO_00131	CDS	501				hypothetical protein
PIELJBDO_00132	CDS	342				hypothetical protein
PIELJBDO_00133	CDS	1428	bauD		COG1113	putative GABA permease
PIELJBDO_00134	CDS	1494	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
PIELJBDO_00135	CDS	288	bauB			Beta-alanine degradation protein BauB
PIELJBDO_00136	CDS	1347	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
PIELJBDO_00137	CDS	918				hypothetical protein
PIELJBDO_00138	CDS	1299	guaD_1	3.5.4.3	COG0402	Guanine deaminase
PIELJBDO_00139	CDS	885				hypothetical protein
PIELJBDO_00140	CDS	1572	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PIELJBDO_00141	CDS	1098				hypothetical protein
PIELJBDO_00142	CDS	981				hypothetical protein
PIELJBDO_00143	CDS	564	ahpC_1	1.11.1.15		Alkyl hydroperoxide reductase C
PIELJBDO_00144	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
PIELJBDO_00145	CDS	1074	ppk2	2.7.4.1	COG2326	Polyphosphate:ADP/GDP phosphotransferase
PIELJBDO_00146	CDS	1350		3.5.4.32	COG0402	8-oxoguanine deaminase
PIELJBDO_00147	CDS	1053	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
PIELJBDO_00148	CDS	849	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
PIELJBDO_00149	CDS	627				hypothetical protein
PIELJBDO_00150	CDS	519				hypothetical protein
PIELJBDO_00151	CDS	1098				Purine-binding protein
PIELJBDO_00152	CDS	963	vldW	1.14.11.52		Validamycin A dioxygenase
PIELJBDO_00153	CDS	951		3.5.4.2	COG1816	Adenine deaminase
PIELJBDO_00154	CDS	588				hypothetical protein
PIELJBDO_00155	CDS	996				hypothetical protein
PIELJBDO_00156	CDS	2388	cntO_1			Metal-pseudopaline receptor CntO
PIELJBDO_00157	CDS	918	gbpR_1			HTH-type transcriptional regulator GbpR
PIELJBDO_00158	CDS	720	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
PIELJBDO_00159	CDS	606	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
PIELJBDO_00160	CDS	840	pcaR		COG1414	Pca regulon regulatory protein
PIELJBDO_00161	CDS	1104	mdtA_1			Multidrug resistance protein MdtA
PIELJBDO_00162	CDS	1071	mdtE			Multidrug resistance protein MdtE
PIELJBDO_00163	CDS	3048	swrC_1		COG0841	Swarming motility protein SwrC
PIELJBDO_00164	CDS	939	dmlR_3			HTH-type transcriptional regulator DmlR
PIELJBDO_00165	CDS	186				hypothetical protein
PIELJBDO_00166	CDS	1335	oprD_1	3.4.21.-		Porin D
PIELJBDO_00167	CDS	798	nimR_1			HTH-type transcriptional regulator NimR
PIELJBDO_00168	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
PIELJBDO_00169	CDS	837				hypothetical protein
PIELJBDO_00170	CDS	1407	xanP_1		COG2233	Xanthine permease XanP
PIELJBDO_00171	CDS	666	rutR_1		COG1309	HTH-type transcriptional regulator RutR
PIELJBDO_00172	CDS	591	yigZ		COG1739	IMPACT family member YigZ
PIELJBDO_00173	CDS	828				hypothetical protein
PIELJBDO_00174	CDS	381				putative protein
PIELJBDO_00175	CDS	543				hypothetical protein
PIELJBDO_00176	CDS	1992				hypothetical protein
PIELJBDO_00177	CDS	1050	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
PIELJBDO_00178	CDS	603	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
PIELJBDO_00179	CDS	843	cheR	2.1.1.80		Chemotaxis protein methyltransferase
PIELJBDO_00180	CDS	2040				hypothetical protein
PIELJBDO_00181	CDS	486	cheW_1		COG0835	Chemotaxis protein CheW
PIELJBDO_00182	CDS	1920				hypothetical protein
PIELJBDO_00183	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY
PIELJBDO_00184	CDS	1173				hypothetical protein
PIELJBDO_00185	CDS	936	dmlR_4			HTH-type transcriptional regulator DmlR
PIELJBDO_00186	CDS	753	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
PIELJBDO_00187	CDS	1611	atsA	3.1.6.1	COG3119	Arylsulfatase
PIELJBDO_00188	CDS	840	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PIELJBDO_00189	CDS	1617				hypothetical protein
PIELJBDO_00190	CDS	1062				hypothetical protein
PIELJBDO_00191	CDS	1359	oprD_2	3.4.21.-		Porin D
PIELJBDO_00192	CDS	726				hypothetical protein
PIELJBDO_00193	CDS	918				hypothetical protein
PIELJBDO_00194	CDS	2373	fyuA_1		COG1629	Pesticin receptor
PIELJBDO_00195	CDS	903	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
PIELJBDO_00196	CDS	900	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
PIELJBDO_00197	CDS	1119	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
PIELJBDO_00198	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PIELJBDO_00199	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PIELJBDO_00200	CDS	813				hypothetical protein
PIELJBDO_00201	CDS	720	tolQ_1		COG0811	Tol-Pal system protein TolQ
PIELJBDO_00202	CDS	402	exbD_1		COG0848	Biopolymer transport protein ExbD
PIELJBDO_00203	CDS	213				hypothetical protein
PIELJBDO_00204	CDS	582				hypothetical protein
PIELJBDO_00205	CDS	1665	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
PIELJBDO_00206	CDS	882	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PIELJBDO_00207	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
PIELJBDO_00208	CDS	864	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
PIELJBDO_00209	CDS	807				hypothetical protein
PIELJBDO_00210	CDS	693	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
PIELJBDO_00211	CDS	933	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PIELJBDO_00212	CDS	405				hypothetical protein
PIELJBDO_00213	CDS	765				hypothetical protein
PIELJBDO_00214	CDS	930	gltC_1			HTH-type transcriptional regulator GltC
PIELJBDO_00215	CDS	921	gltC_2			HTH-type transcriptional regulator GltC
PIELJBDO_00216	CDS	1491	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
PIELJBDO_00217	CDS	1434	yhdG_1		COG0531	putative amino acid permease YhdG
PIELJBDO_00218	CDS	1383	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
PIELJBDO_00219	CDS	1059				hypothetical protein
PIELJBDO_00220	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PIELJBDO_00221	CDS	783	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
PIELJBDO_00222	CDS	540	sutR_1		COG1396	HTH-type transcriptional regulator SutR
PIELJBDO_00223	CDS	852	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
PIELJBDO_00224	CDS	783	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
PIELJBDO_00225	CDS	1206	pcaF_1	2.3.1.174		Beta-ketoadipyl-CoA thiolase
PIELJBDO_00226	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
PIELJBDO_00227	CDS	1380	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
PIELJBDO_00228	CDS	792	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
PIELJBDO_00229	CDS	402				hypothetical protein
PIELJBDO_00230	CDS	942				hypothetical protein
PIELJBDO_00231	CDS	834				hypothetical protein
PIELJBDO_00232	CDS	1347	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
PIELJBDO_00233	CDS	780	iclR		COG1414	Transcriptional repressor IclR
PIELJBDO_00234	CDS	1044	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PIELJBDO_00235	CDS	816				hypothetical protein
PIELJBDO_00236	CDS	879				hypothetical protein
PIELJBDO_00237	CDS	1266	nicP_1			Porin-like protein NicP
PIELJBDO_00238	CDS	1326	exuT_1			Hexuronate transporter
PIELJBDO_00239	CDS	1905				hypothetical protein
PIELJBDO_00240	CDS	669	nicS			HTH-type transcriptional repressor NicS
PIELJBDO_00241	CDS	855	aroE_2	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
PIELJBDO_00242	CDS	447	aroQ1_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
PIELJBDO_00243	CDS	1506	mdtD			Putative multidrug resistance protein MdtD
PIELJBDO_00244	CDS	1185	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
PIELJBDO_00245	CDS	867				hypothetical protein
PIELJBDO_00246	CDS	447	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
PIELJBDO_00247	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
PIELJBDO_00248	CDS	642				hypothetical protein
PIELJBDO_00249	CDS	255				hypothetical protein
PIELJBDO_00250	CDS	465				hypothetical protein
PIELJBDO_00251	CDS	1491	hudA	4.1.1.-	COG0043	UbiD-like decarboxylase
PIELJBDO_00252	CDS	702				hypothetical protein
PIELJBDO_00253	CDS	933				hypothetical protein
PIELJBDO_00254	CDS	396				hypothetical protein
PIELJBDO_00255	CDS	840				IS3 family transposase ISPa32
PIELJBDO_00256	CDS	264				IS3 family transposase ISPa32
PIELJBDO_00257	CDS	1443				hypothetical protein
PIELJBDO_00258	CDS	2151				hypothetical protein
PIELJBDO_00259	CDS	498				hypothetical protein
PIELJBDO_00260	CDS	3060				hypothetical protein
PIELJBDO_00261	CDS	519	hcpA_1		COG3157	Major exported protein
PIELJBDO_00262	CDS	246				hypothetical protein
PIELJBDO_00263	CDS	1353				hypothetical protein
PIELJBDO_00264	CDS	750				hypothetical protein
PIELJBDO_00265	CDS	3306	smc_1			Chromosome partition protein Smc
PIELJBDO_00266	CDS	1146				hypothetical protein
PIELJBDO_00267	CDS	309				IS3 family transposase IS222
PIELJBDO_00268	CDS	810				IS3 family transposase IS222
PIELJBDO_00269	CDS	1530				hypothetical protein
PIELJBDO_00270	CDS	801				hypothetical protein
PIELJBDO_00271	CDS	960				hypothetical protein
PIELJBDO_00272	CDS	867	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
PIELJBDO_00273	CDS	1029				hypothetical protein
PIELJBDO_00274	CDS	954				hypothetical protein
PIELJBDO_00275	CDS	771				hypothetical protein
PIELJBDO_00276	CDS	99				hypothetical protein
PIELJBDO_00277	CDS	144				hypothetical protein
PIELJBDO_00278	CDS	828				hypothetical protein
PIELJBDO_00279	CDS	621				hypothetical protein
PIELJBDO_00280	CDS	1641				hypothetical protein
PIELJBDO_00281	CDS	525				hypothetical protein
PIELJBDO_00282	CDS	237				hypothetical protein
PIELJBDO_00283	tRNA	77				tRNA-Arg(ccg)
PIELJBDO_00284	CDS	1452	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
PIELJBDO_00285	CDS	1281	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
PIELJBDO_00286	CDS	1200				hypothetical protein
PIELJBDO_00287	CDS	1422	tauR		COG1167	HTH-type transcriptional regulator TauR
PIELJBDO_00288	CDS	438				hypothetical protein
PIELJBDO_00289	CDS	408				hypothetical protein
PIELJBDO_00290	CDS	285				hypothetical protein
PIELJBDO_00291	CDS	933	pcpR_1			PCP degradation transcriptional activation protein
PIELJBDO_00292	CDS	1215	yycB_1		COG2807	putative transporter YycB
PIELJBDO_00293	CDS	771				hypothetical protein
PIELJBDO_00294	CDS	687	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
PIELJBDO_00295	CDS	516				hypothetical protein
PIELJBDO_00296	CDS	759	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
PIELJBDO_00297	CDS	753				hypothetical protein
PIELJBDO_00298	CDS	699				hypothetical protein
PIELJBDO_00299	CDS	990	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PIELJBDO_00300	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
PIELJBDO_00301	CDS	819	cysT		COG0555	Sulfate transport system permease protein CysT
PIELJBDO_00302	CDS	999	sbp_1		COG1613	Sulfate-binding protein
PIELJBDO_00303	CDS	183				hypothetical protein
PIELJBDO_00304	CDS	2283				hypothetical protein
PIELJBDO_00305	CDS	1179				hypothetical protein
PIELJBDO_00306	CDS	1386	putP_1			Sodium/proline symporter
PIELJBDO_00307	CDS	957	gpuA	3.5.3.17	COG0010	Guanidinopropionase
PIELJBDO_00308	CDS	951				hypothetical protein
PIELJBDO_00309	CDS	972				hypothetical protein
PIELJBDO_00310	CDS	1392	nicP_2			Porin-like protein NicP
PIELJBDO_00311	CDS	1107	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
PIELJBDO_00312	CDS	879		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
PIELJBDO_00313	CDS	666				hypothetical protein
PIELJBDO_00314	CDS	1062	potF_1		COG0687	Putrescine-binding periplasmic protein
PIELJBDO_00315	CDS	1377	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
PIELJBDO_00316	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
PIELJBDO_00317	CDS	1359	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
PIELJBDO_00318	CDS	1371	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
PIELJBDO_00319	CDS	1104	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
PIELJBDO_00320	CDS	1098	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
PIELJBDO_00321	CDS	1155	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PIELJBDO_00322	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
PIELJBDO_00323	CDS	870	ydcV_1			Inner membrane ABC transporter permease protein YdcV
PIELJBDO_00324	CDS	2388	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
PIELJBDO_00325	CDS	1053				hypothetical protein
PIELJBDO_00326	CDS	504				hypothetical protein
PIELJBDO_00327	CDS	576				hypothetical protein
PIELJBDO_00328	CDS	942	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIELJBDO_00329	CDS	753				hypothetical protein
PIELJBDO_00330	CDS	630				hypothetical protein
PIELJBDO_00331	CDS	555				hypothetical protein
PIELJBDO_00332	CDS	90				hypothetical protein
PIELJBDO_00333	CDS	495				hypothetical protein
PIELJBDO_00334	CDS	693	yecS_1		COG0765	L-cystine transport system permease protein YecS
PIELJBDO_00335	CDS	771	fliY_1		COG0834	L-cystine-binding protein FliY
PIELJBDO_00336	CDS	438				hypothetical protein
PIELJBDO_00337	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PIELJBDO_00338	CDS	1395		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PIELJBDO_00339	CDS	666	ycgM		COG0179	putative protein YcgM
PIELJBDO_00340	CDS	933	yjiK_1		COG3204	putative protein YjiK
PIELJBDO_00341	CDS	351	ygiW		COG3111	Protein YgiW
PIELJBDO_00342	CDS	1035	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
PIELJBDO_00343	CDS	1395	puuP_1		COG0531	Putrescine importer PuuP
PIELJBDO_00344	CDS	1044	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
PIELJBDO_00345	CDS	789	ydcV_2			Inner membrane ABC transporter permease protein YdcV
PIELJBDO_00346	CDS	930	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
PIELJBDO_00347	CDS	1050	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
PIELJBDO_00348	CDS	930	yjiK_2		COG3204	putative protein YjiK
PIELJBDO_00349	CDS	1977				hypothetical protein
PIELJBDO_00350	CDS	333				hypothetical protein
PIELJBDO_00351	CDS	672	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PIELJBDO_00352	CDS	1515	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
PIELJBDO_00353	CDS	468				hypothetical protein
PIELJBDO_00354	CDS	1272				hypothetical protein
PIELJBDO_00355	CDS	468				hypothetical protein
PIELJBDO_00356	CDS	1242				hypothetical protein
PIELJBDO_00357	CDS	654		3.1.3.-	COG0560	putative phosphatase
PIELJBDO_00358	CDS	480	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
PIELJBDO_00359	CDS	2280	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
PIELJBDO_00360	CDS	1038				hypothetical protein
PIELJBDO_00361	CDS	756				hypothetical protein
PIELJBDO_00362	CDS	804				hypothetical protein
PIELJBDO_00363	CDS	801	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PIELJBDO_00364	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
PIELJBDO_00365	CDS	798				hypothetical protein
PIELJBDO_00366	CDS	1380				hypothetical protein
PIELJBDO_00367	CDS	1386				putative membrane protein
PIELJBDO_00368	CDS	363				hypothetical protein
PIELJBDO_00369	CDS	1152	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PIELJBDO_00370	CDS	1095				hypothetical protein
PIELJBDO_00371	CDS	1041				hypothetical protein
PIELJBDO_00372	CDS	507	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
PIELJBDO_00373	CDS	474				hypothetical protein
PIELJBDO_00374	CDS	1386	xanP_2		COG2233	Xanthine permease XanP
PIELJBDO_00375	CDS	1839	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PIELJBDO_00376	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PIELJBDO_00377	CDS	540	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
PIELJBDO_00378	CDS	879				hypothetical protein
